NOM;ADRESSE;NUMERO;CODE POSTAL;LOCALITE;CATEGORIE;TYPE;TELEPHONE
CLEANMARC;ROUTE DE PHILIPPEVILLE;57;6010.0;Couillet;Maison & Décoration;Produit d'hygiène;0497 53 61 02
LAURENCE D;ROUTE DE PHILIPPEVILLE;103;6010.0;Couillet;Coiffeur;;071/368707
OMEGATIC;ROUTE DE PHILIPPEVILLE;375;6010.0;Couillet;Informatique;;071/140317
ROSES ROSES;ROUTE DE PHILIPPEVILLE;377;6010.0;Couillet;Fleuriste;;071 47 53 73
CREDIMASSUR;ROUTE DE PHILIPPEVILLE;421;6010.0;Couillet;Banque & Assurance;;071 89 23 63
Demika;Route de Philippeville;56;6010.0;Couillet;Alimentation générale;;071/434926
Ylan Nails;Route de Philippeville;152;6010.0;Couillet;Bien-être;Ongles;0474/85 03 48
Proxy Delhaize;Route de Philippeville;196;6010.0;Couillet;Grande surface;;071/562334
SB System;Route de Philippeville;244;6010.0;Couillet;Construction;Châssis;071/961674
CHAUSSEA;ROUTE DE PHILIPPEVILLE;301;6010.0;Couillet;Mode;Chaussures;071/562129
ZEB;ROUTE DE PHILIPPEVILLE;329;6010.0;Couillet;Mode;;071/369787
ORCHESTRA;ROUTE DE PHILIPPEVILLE;303;6010.0;Couillet;Mode;;071/518028
JBC;ROUTE DE PHILIPPEVILLE;303/22;6010.0;Couillet;Mode;;071 21 37 64
Label Cars;Route de Philippeville;502;6010.0;Couillet;Voiture;;(+32) 71 37 24 37
Snack Saray;Route de Philippeville;378;6010.0;Couillet;Snack;;071 96 57 34
Basic Fit;Route de Philippeville;355;6010.0;Couillet;Sport;;02/5887710
AB PARC ET JARDIN;RUE BLANCHE;9;6010.0;Couillet;Autres;;0476/034427
CLINIQUE VETERINAIRE;RUE DE GILLY;2;6010.0;Couillet;Vétérinaire;;071 47 80 47
PHARMACIE ZUINEN;RUE DE GILLY;173;6010.0;Couillet;Pharmacie;;071 36 11 11
L'empreinte Bien-être;Rue de Villers;38;6010.0;Couillet;Bien-être;;0492 63 24 18
Les 4 as;Rue de Villers;175;6010.0;Couillet;Café;;
De Brabanter Daniel;Rue de Villers;171;6010.0;Couillet;Boucherie;;071 36 43 29
Lavoir Automatique;Rue des Carrières;21;6010.0;Couillet;Lavoir;;
GAILLY ASSURANCE;RUE DES FOUGERES;80;6010.0;Couillet;Banque & Assurance;;071 36 52 36
Megastore;Route de la Basse Sambre;713;6060.0;Gilly;Grossiste;Boissons;071 41 51 71
Hair France;Rue Chausteur;86;6060.0;Gilly;Coiffeur;;071 42 07 91
Carrefour Market;Rue des Vallées;7;6060.0;Gilly;Grande surface;;071 42 30 40
Plastica;Rue des Vallées;9;6060.0;Gilly;Autres;Plastique;071 60 04 00
Crematorium de Charleroi;Rue des Nutons;329;6060.0;Gilly;Funérarium;;071 42 31 83
Terrific Sport;Rue des Aises;5;6060.0;Gilly;Sport;;071 42 09 15
Escaliers Goossens;Sentier Saint-Jacques;83;6060.0;Gilly;Construction;;071/401.776
Pharma Gilly;Chaussée de Châtelet;274;6060.0;Gilly;Pharmacie;;
Zibro Kamin;Chaussée de Châtelet;276;6060.0;Gilly;Station essence;;071 38 20 11
La Rose des Vents;Chaussée de Châtelet;247A;6060.0;Gilly;Fleuriste;;071 39 82 41
Cordonnier des 4 bras;Chaussée de Lodelinsart;8;6060.0;Gilly;Mode;Cordonnier;
Zeeman Xl;Chaussée de Lodelinsart;23;6060.0;Gilly;Mode;;071 96 36 71
Pompes Funèbres Fontaine;Chaussée de Lodelinsart;30;6060.0;Gilly;Funérarium;;071 11 11 11
Chez Ahmed;Chaussée de Lodelinsart;75;6060.0;Gilly;Coiffeur;;0499 39 36 90
Gilly Zoo;Chaussée de Lodelinsart;109;6060.0;Gilly;Animaux;;071 41 53 83
Speedy;Chaussée de Lodelinsart;164;6060.0;Gilly;Voiture;;071 58 85 23
M & S Coiffure;Chaussée de Lodelinsart;169;6060.0;Gilly;Coiffeur;;
Audika;Chaussée Impériale;6;6060.0;Gilly;Bien-être;Appareils auditifs;071 41 36 31
Super Deal;Chaussée Impériale;33;6060.0;Gilly;Solderie;;071 48 88 28
Hand Car-Wash;Chaussée Impériale;52;6060.0;Gilly;Car-wash;;
Atelier du cheveu;Chaussée Impériale;62;6060.0;Gilly;Coiffeur;;071 42 32 63
Le Bled;Chaussée Impériale;76;6060.0;Gilly;Voyages;;071 42 09 16
Electrosat;Chaussée Impériale;90;6060.0;Gilly;Electronique;Satellite;0470 45 02 38
Alu Composite;Chaussée Impériale;97;6060.0;Gilly;Industrie;Métal;
HairStudio;Chaussée de Fleurus;6;6060.0;Gilly;Coiffeur;;0498 30 84 96
9 Star Tabac Shop;Chaussée de Fleurus;8;6060.0;Gilly;Alimentation générale;;
L'Etau d'Or;Chaussée de Fleurus;16;6060.0;Gilly;Bijouterie;Achat or;071 41 76 72
Maxipharma;Chaussée de Fleurus;25;6060.0;Gilly;Pharmacie;;071 41 48 98
Chez Rungis;Chaussée de Fleurus;30;6060.0;Gilly;Maison & Décoration;;
De Vriendt;Chaussée de Fleurus;143;6060.0;Gilly;Banque & Assurance;;+32 (0)71 41 90 60
Emile Scornaux;Chaussée de Fleurus;697;6060.0;Gilly;Coiffeur;Perruques;071 41 23 42
Magic R Coiffure;Chaussée de Fleurus;133;6060.0;Gilly;Coiffeur;;048 3160444
Energi;Chaussée de Fleurus;201;6060.0;Gilly;Maison & Décoration;Electricité Chauffage;
Copy St Pierre;Chaussée de Fleurus;150;6060.0;Gilly;Imprimeur;;071 41 95 76
Gilly Meubles;Chaussée de Fleurus;174;6060.0;Gilly;Maison & Décoration;Meubles;071/41.25.29
Fritapapa;Avenue de Philippeville;141;6001.0;Marcinelle;Snack;;071/126404
Alphamed;Avenue de Philippeville;147;6001.0;Marcinelle;Pharmacie;;071/ 31 88 77
Mc Donald;Avenue de Philippeville;238;6001.0;Marcinelle;Snack;;071/473116
Comptoir du Pneu;Avenue de Philippeville;256;6001.0;Marcinelle;Voiture;Pneus;071/360157
Scipioni;Avenue de Philippeville;195;6001.0;Marcinelle;Station essence;;071/361671
Tom and Co;Avenue de Philippeville;223;6001.0;Marcinelle;Animaux;;071/477135
Oxfam;Avenue de Philippeville;290;6001.0;Marcinelle;Mode;Commerce équitable;071/376505
ING;Avenue Mascaux;72;6001.0;Marcinelle;Banque & Assurance;;071 60 61 90
Kebab House;Avenue Mascaux;28;6001.0;Marcinelle;Snack;;0484/117.288
Café 44;Avenue Mascaux;10;6001.0;Marcinelle;Café;;0492/ 12 60 75
Centre Optique & Fils;Avenue Mascaux;4;6001.0;Marcinelle;Opticien;;071/43 47 48
Salam;Avenue Mascaux;43;6001.0;Marcinelle;Boucherie;;0499/ 39 84 31
Dats 24;Avenue Mascaux;71;6001.0;Marcinelle;Station essence;;02 363 51 52
Pharmacie du Centre;Avenue Mascaux;83;6001.0;Marcinelle;Pharmacie;;071/43 80 19
Hair Design;Avenue Mascaux;113;6001.0;Marcinelle;Coiffeur;;071/47 02 98
Aux Délices de Marcinelle;Avenue Mascaux;123;6001.0;Marcinelle;Boulangerie;;071/ 34 48 50
La Riviera;Avenue Mascaux;141;6001.0;Marcinelle;Fleuriste;;071/ 36 26 11
Ladbrokes;Avenue Mascaux;201;6001.0;Marcinelle;Paris sportifs;;071/ 43 83 18
Carmen Danila;Avenue Mascaux;263;6001.0;Marcinelle;Autres;Nettoyage;0484 650 834
J H Pagano;Avenue Mascaux;226;6001.0;Marcinelle;Construction;Peintures;071/38 41 17
Lidl;Avenue Mascaux;244;6001.0;Marcinelle;Grande surface;;0800 73 520
Tricot passion;Avenue Mascaux;327;6001.0;Marcinelle;Mode;Tricot;071/57 32 01
Aldi;Avenue Mascaux;276;6001.0;Marcinelle;Grande surface;;
Kaly sport;Avenue Mascaux;329;6001.0;Marcinelle;Sport;;071/36 87 16
Au Comptoir des Belges;Avenue Mascaux;507;6001.0;Marcinelle;Alimentation générale;Epicerie fine;0472/ 71 26 26
Le Lavan'dou;Avenue Mascaux;535;6001.0;Marcinelle;Lavoir;;
Q8;Avenue Mascaux;460;6001.0;Marcinelle;Station essence;;071/36 41 76
Boulangerie Louise;Avenue Mascaux;444;6001.0;Marcinelle;Boulangerie;;071/43.94.50
BEO bank;Avenue Mascaux;454;6001.0;Marcinelle;Banque & Assurance;;071/51 81 33
Extra;Avenue Mascaux;472;6001.0;Marcinelle;Grande surface;Entretien et cosmétiques;071/36 39 00
C&A;Avenue Mascaux;474;6001.0;Marcinelle;Mode;;02 257 65 20
Centre diamonds nails;Avenue Mascaux;480;6001.0;Marcinelle;Bien-être;;0497/92 96 45
Shell;Avenue Mascaux;875;6001.0;Marcinelle;Station essence;;02 508 92 98
De Ro Peugeot;Avenue Mascaux;836;6001.0;Marcinelle;Voiture;;071/47 05 00
BNP Paribas;Avenue Meurée;12;6001.0;Marcinelle;Banque & Assurance;;02 762 60 00
La Maison de la Pitta;Avenue Meurée;41-47;6001.0;Marcinelle;Snack;;071/ 36 76 63
Salon de coiffure;Avenue Meurée;53;6001.0;Marcinelle;Coiffeur;;
ZY cars;Avenue Paul Pastur;21;6001.0;Marcinelle;Voiture;;0471/619467
Total;Avenue Paul Pastur;104;6001.0;Marcinelle;Station essence;;071/43 71 26
BMW Louyet;Rue Brisack;14;6001.0;Marcinelle;Voiture;Concessionnaire;071/363234
La Belle Vue;Rue de la Belle Vue;72;6001.0;Marcinelle;Alimentation générale;;
R2;Rue de l'Ange;10;6001.0;Marcinelle;Coiffeur;;0488/666030
Charly's Club;Rue de Nalinnes;511;6001.0;Marcinelle;Café;;071/513636
Coiffure Karine;Rue des Cayats;222;6001.0;Marcinelle;Coiffeur;;071/438867
Snack XL;Rue des Forgerons;83;6001.0;Marcinelle;Snack;;071/33 33 95
Croc délice;Rue des Forgerons;99;6001.0;Marcinelle;Snack;Sandwicherie;
R. Schamp et Fils;Rue des Hiercheuses;2 b;6001.0;Marcinelle;Boulangerie;;071/363518
Belfius;Rue des Hiercheuses;4;6001.0;Marcinelle;Banque & Assurance;;071/606140
Pharmacie du Basson;Rue du Basson;39;6001.0;Marcinelle;Pharmacie;;071/363348
Human Pharma;Rue du Sanatorium;36;6001.0;Marcinelle;Pharmacie;;071/366228
Le Destr'Haies;Rue des Haies;1;6001.0;Marcinelle;Café;;
Vray;Rue Jules Destrée;80;6001.0;Marcinelle;Traiteur;;071/307480
Le Point Rouge;Rue Jules Destrée;95;6001.0;Marcinelle;Solderie;;
MEET & WASH;Avenue du Centenaire;56;6061.0;Montignies-sur-Sambre;Lavoir;;(+32) 9 282 22 07
OH LA MANGERIE;Avenue du Centenaire;56/C;6061.0;Montignies-sur-Sambre;Snack;Sandwicherie;(+32) 71 31 81 11
BEAUTYSTA;Avenue du Centenaire;58 G;6061.0;Montignies-sur-Sambre;Bien-être;;0496/90.25.80
VOLUPTIA;Avenue du Centenaire;58 C;6061.0;Montignies-sur-Sambre;Bien-être;;0472/19.79.13
ALIMENTATION DU CENTENAIRE;Avenue du Centenaire;143;6061.0;Montignies-sur-Sambre;Alimentation générale;;
Ets Bailleux;Avenue du Centenaire;9b;6061.0;Montignies-sur-Sambre;Construction;Matériaux;071/31.11.11
MVB Immobilier;Avenue du Centenaire;6;6061.0;Montignies-sur-Sambre;Immobilier;;0471/47.00.73
YZ coiffure;Avenue du Centenaire;10;6061.0;Montignies-sur-Sambre;Coiffeur;;071/38.05.88
A R pharma (Augustin Regnier);Chaussée de Charleroi;16;6061.0;Montignies-sur-Sambre;Pharmacie;;071/32.18.75
ING;Chaussée de Charleroi;25;6061.0;Montignies-sur-Sambre;Banque & Assurance;;071/20.04.20
Axa;Chaussée de Charleroi;31;6061.0;Montignies-sur-Sambre;Banque & Assurance;;071/33.30.08
Coiffure L;Chaussée de Charleroi;132;6061.0;Montignies-sur-Sambre;Coiffeur;;0477/566482    071/320568
Fastral;Chaussée de Charleroi;169;6061.0;Montignies-sur-Sambre;Construction;Châssis;071/30.29.95
DORMILAND SPRL;Chaussée de Chatelineau;256;6061.0;Montignies-sur-Sambre;Maison & Décoration;Literie;071/300112
T'es Belle;Chaussée de Namur;4;6061.0;Montignies-sur-Sambre;Toilettage;;0472/556903
L'Allegria;Chaussée Solvay;2;6061.0;Montignies-sur-Sambre;Snack;;071/12.51.40
Friterie de la Sambre;Chaussée Solvay;12;6061.0;Montignies-sur-Sambre;Snack;;
Sibel;Grand rue;261;6061.0;Montignies-sur-Sambre;Coiffeur;;0496/75.63.68
Seren;Place Albert 1er;28;6061.0;Montignies-sur-Sambre;Alimentation générale;;
Coiffure Hélène;Place Albert 1er;60;6061.0;Montignies-sur-Sambre;Coiffeur;;071/31.52.64
Malatya;Rue Brigade Piron;251;6061.0;Montignies-sur-Sambre;Voiture;;
GOLD CAR;Rue de la Fontaine;2;6061.0;Montignies-sur-Sambre;Voiture;;0468/370285
Friterie Mike;Rue de la Paix;17;6061.0;Montignies-sur-Sambre;Snack;;0467/138489
Azzini;Rue de la Paix;21;6061.0;Montignies-sur-Sambre;Banque & Assurance;;071/205030
Jim's;Rue de la Persévérance;13;6061.0;Montignies-sur-Sambre;Sport;Salle de fitness;071/413082
Detandt;Rue de l'Industrie;15;6061.0;Montignies-sur-Sambre;Construction;Cheminées;071/300283
INSTITUT TIZIANA DEL NATALE;Rue des Preys;84;6061.0;Montignies-sur-Sambre;Coiffeur;;0493/547042
PASSAUTO;Rue du Marais;36;6061.0;Montignies-sur-Sambre;Voiture;;0498/133461
Coiffure Michèle et Joë;Rue du Résolu;50;6061.0;Montignies-sur-Sambre;Coiffeur;;071/415893
Le Passe Poils;Rue du Résolu;65;6061.0;Montignies-sur-Sambre;Toilettage;;071/160976
De Boeck Foods;Rue du Spirou;1;6061.0;Montignies-sur-Sambre;Grossiste;Alimentation;071/487890
Studio Nat;Rue Grimard;214;6061.0;Montignies-sur-Sambre;Photographe;;071/324620
Vermeulen;Rue Grimard;20;6061.0;Montignies-sur-Sambre;Imprimeur;;071/32.85.63
Proxipharma;Rue Neuve;1;6061.0;Montignies-sur-Sambre;Pharmacie;;071/321325
Vandecasteele;Rue Petite Aise;5;6061.0;Montignies-sur-Sambre;Voiture;;071/413500
Fritastique;Rue Samaritaine;42;6061.0;Montignies-sur-Sambre;Snack;;071/420502
PIC NIC FRIT'S;Rue Trieu Kaisin;122;6061.0;Montignies-sur-Sambre;Snack;;
Brico Carolo;Chaussée de Bruxelles;99;6040.0;Jumet;Construction;Bricolage;071/12 32 83
Au Vieux Bibelot;Chaussée de Bruxelles;405;6040.0;Jumet;Maison & Décoration;Antiquités;071/35 70 82
Naître et Bien Être;Chaussée de Gilly;10;6040.0;Jumet;Bien-être;;0489/00 15 58
You & Me;Rue César de Paepe;105;6040.0;Jumet;Fleuriste;;
Stefano;Rue Daubresse;96;6040.0;Jumet;Coiffeur;;071/96 78 65
Coiffure S;Rue de Marchienne;77;6040.0;Jumet;Coiffeur;;
Wildcats Spirits;Rue de Marchienne;78;6040.0;Jumet;Animaux;Elevage;0476 94 12 72
Barbier René;Rue Ernest Victor;20;6040.0;Jumet;Coiffeur;;
De Rosa Anna-Rosa;rue François Dewiest;37;6040.0;Jumet;Coiffeur;;071/343039
Boule de nerfs;Rue Hubert Bastin;7;6040.0;Jumet;Loisirs;Plaine de jeux;071/35 53 65
Cocktail des sens;Rue Jules Panier;21;6040.0;Jumet;Bien-être;;
Coiffure Katia;Rue Maximilien Wattelar;130;6040.0;Jumet;Coiffeur;;071/35 55 57
Wilmot - Plumier;Rue Maximilien Wattelar;14;6040.0;Jumet;Boulangerie;;071/35 94 84
Pharmacie De Munck;Rue Maximilien Wattelar;68;6040.0;Jumet;Pharmacie;;071/35 04 41
Snack XL;Chaussée du Château Mondron;66;6040.0;Jumet;Snack;;
La Bottega di Salvatore;Rue  Louis Lambert;57;6040.0;Jumet;Alimentation générale;Epicerie fine;071/414180
Pitta World;Rue César de Paepe;124;6040.0;Jumet;Snack;;
Casa Do Pinto;Rue Pierre-Joseph Wéry;9;6040.0;Jumet;Alimentation générale;Portugais;
L'Horloge;Rue Vandeweyer;6;6040.0;Jumet;Café;;
Horman;Cité de Bayemont;1;6040.0;Jumet;Maison & Décoration;Portes de garage;071/703432
Optique 2000;Place du Ballon;23;6040.0;Jumet;Opticien;;071/352753
Aldi;Rue François Dewiest;77;6040.0;Jumet;Grande surface;;
Wibra;Rue Hubert Bastin;7;6040.0;Jumet;Grande surface;;071/35 53 39
Pharmacie du Parc;Chaussée de Bruxelles;136 A;6040.0;Jumet;Pharmacie;;
Le Camion;Chaussée de Bruxelles;161;6040.0;Jumet;Industrie;Réparations hydrauliques;071/37 57 09
Meca Car;Chaussée de Bruxelles;218;6040.0;Jumet;Voiture;Garagiste;071/31 51 26
Shell;Chaussée de Bruxelles;376;6040.0;Jumet;Station essence;;02/508 92 98
Basic Fit;Chaussée de Bruxelles;376;6040.0;Jumet;Sport;;02/588 77 10
Chez Tam;Chaussée de Gilly;106;6040.0;Jumet;Alimentation générale;;
Hydroproconcept;Place Albert Ier;12;6040.0;Jumet;Construction;Etanchéïté;
Jumet Bobinage;Rue aux Fauvettes;30;6040.0;Jumet;Industrie;Electricité;071/355804
Auto UNLU;Rue Bayemont;107;6040.0;Jumet;Voiture;;0486/648674
Zammattio & Fils;Rue César de Paepe;82;6040.0;Jumet;Funérarium;;
Mordant et fils;rue de l'Industrie;9;6040.0;Jumet;Maison & Décoration;Menuiserie;071/700000
LG Pronett;Rue de Marchienne;40;6040.0;Jumet;Autres;Nettoyage;
Starter;Rue de Marchienne;82;6040.0;Jumet;Auto-école;;
Chez Abi Sud;Rue Jean Jaurès;4;6040.0;Jumet;Alimentation générale;;071/35 67 22
Chez Kerya;Rue Jenneval;1;6040.0;Jumet;Alimentation générale;;071/35 44 94
Carrefour Market;Rue Louis Biernaux;98;6040.0;Jumet;Grande surface;;071/37 27 77
Jordan;Rue Maximilien Wattelar;94;6040.0;Jumet;Maison & Décoration;Chauffage;071/35 08 86
Rigano;Rue Paul Janson;1 A;6040.0;Jumet;Voiture;Carrosserie;0498/811293
Les Trois Etoiles;Rue Puissant;118;6040.0;Jumet;Alimentation générale;;
Scoglietti;Rue Surlet;37 B;6040.0;Jumet;Voiture;Carrosserie;071/34 14 78
Tasiaux;ZI Première rue;11;6040.0;Jumet;Maison & Décoration;Electricité;071/25 49 25
SIM Office;ZI Quatrième rue;1 A;6040.0;Jumet;Grossiste;Bureautique;071/37 31 46
Boucherie Du Monument;Avenue de Waterloo;10;6000.0;Charleroi;Boucherie;;071/41.10.52
Ghiath Cuisines;Avenue de Waterloo;38;6000.0;Charleroi;Maison & Décoration;Cuisines;
Venezia;Avenue de Waterloo;39;6000.0;Charleroi;Salon de dégustation;;
Taverne Pacifiq;Avenue de Waterloo;40;6000.0;Charleroi;Café;;0485/60.07.08
Coiffure Essalem;Avenue de Waterloo;47;6000.0;Charleroi;Coiffeur;;0497/33.67.53
Le Janson;Boulevard Paul Janson;22;6000.0;Charleroi;Café;;071/32.29.01
La Belle Epoque;Boulevard Paul Janson;38;6000.0;Charleroi;Café;;
Module Santé;Rue de la Neuville;70;6000.0;Charleroi;Bien-être;;071/50.62.32
Coiffure Elegance;Rue du Mambourg;14;6000.0;Charleroi;Coiffeur;;0487/59.54.24
Café de l'Ours;Rue Lebeau;16;6000.0;Charleroi;Café;;0485/72.10.28
Midas;Grand Rue;18;6000.0;Charleroi;Voiture;;071/41.79.73
S&H Car Wash;Boulevard Jacques Bertrand;67;6000.0;Charleroi;Car-wash;;
L'Empire De L'Or;Place Charles II;16;6000.0;Charleroi;Bijouterie;;071/30.37.43
The Gentlemen's Barber Shop;Rue Charnoy;38;6000.0;Charleroi;Coiffeur;;071/31.51.83
SA Special;Rue Chavannes;13-17;6000.0;Charleroi;Electronique;Electro-ménager;
Chez Gigi;Rue de France;9;6000.0;Charleroi;Café;Bar LGBT;0494/90.23.24
Family Shop;Rue de la Régence;2;6000.0;Charleroi;Alimentation générale;;
Coiffure Bahia;Rue de la Régence;4;6000.0;Charleroi;Coiffeur;;0487/55.00.80
Snack El Bahdja;Rue de la Régence;9;6000.0;Charleroi;Snack;;
Tiffolie – Chez Pina;Rue de la Régence;10b;6000.0;Charleroi;Coiffeur;;071/33.10.76
Voyages Némo;Rue de la Régence;25-27;6000.0;Charleroi;Voyages;;071/30.81.76
Boucherie Chez Kara;Rue de la Régence;40;6000.0;Charleroi;Boucherie;;071/33.33.04
Chine Belle;Rue de la Régence;56-58;6000.0;Charleroi;Solderie;;
Panier Fruits Et Légumes;Rue de la Régence;59-61;6000.0;Charleroi;Alimentation générale;;0488/21.26.56
Au Beffroi;Rue Du Dauphin;15;6000.0;Charleroi;Café;;0483/65.77.04
Sagir;Rue Neuve;1;6000.0;Charleroi;Mode;Chaussures;071/39.81.29
Guzella;Rue Neuve;16;6000.0;Charleroi;Mode;;071/32.07.32
Charme Fashion;Rue Neuve;27;6000.0;Charleroi;Mode;;071/31.67.86
Boucherie Du Monde;Rue Neuve;85;6000.0;Charleroi;Boucherie;;0489/30.26.14
Zelih;Rue Turenne;29;6000.0;Charleroi;Boulangerie;;071/30.52.46
Efsane;Rue Turenne;40;6000.0;Charleroi;Coiffeur;;0486/40.28.32
Eforbet;Rue Turenne;42;6000.0;Charleroi;Paris sportifs;;
Chez Mama Africa;Rue Turenne;72;6000.0;Charleroi;Traiteur;;0466/02.77.13
Nady's Coiffure;Boulevard Audent;27;6000.0;Charleroi;Coiffeur;;071/31.22.17
Bérénice;Boulevard de l'Yser;21;6000.0;Charleroi;Mode;;071/33.33.98
Kruidvat;Rue De La Montagne;58-60;6000.0;Charleroi;Bien-être;;071/53.52.58
Intuition;Rue De La Montagne;82;6000.0;Charleroi;Mode;;
El Gringo;Avenue De L'Europe;10;6000.0;Charleroi;Café;;
Dandoy Sport;Avenue De L'Europe;64;6000.0;Charleroi;Sport;;071/20.04.50
Delta Collections;Avenue De L'Europe;70;6000.0;Charleroi;Bijouterie;;071/32.96.02
Vit à Sec;Rue De Montigny;18;6000.0;Charleroi;Mode;Nettoyage à sec;071/33.35.83
Citylaine;Rue De Montigny;31;6000.0;Charleroi;Mode;;071/31.80.44
Aux Délices de Lola;Rue De Montigny;49;6000.0;Charleroi;Snack;Sandwicherie;
Kayali Kebab Snack;Rue De Montigny;76;6000.0;Charleroi;Snack;;071/32.52.73
Le Nautilus;Rue De Montigny;104;6000.0;Charleroi;Café;;071/31.81.54
Sellerie Claeys;Rue Du Palais;8;6000.0;Charleroi;Autres;Sellerie;071/31.31.56
Lattoflex;Rue Du Pont Neuf;31;6000.0;Charleroi;Maison & Décoration;Literie;071/32.97.13
Chez Guy;Rue Navez;12;6000.0;Charleroi;Coiffeur;;0496/35.95.57
Vidéo Game Center;Rue Du Parc;1;6000.0;Charleroi;Autres;Jeux vidéo;071/31.29.00
L&F Coiffure;Rue Du Parc;19;6000.0;Charleroi;Coiffeur;;071/70.20.02
Taverne Le Parc;Rue Willy Ernst;31;6000.0;Charleroi;Café;;
Auxiliaire Acoustique Veranneman;Rue Charles Dupret;18;6000.0;Charleroi;Bien-être;Appareils auditifs;071/32.61.23
Qualipress;Rue Charles Dupret;30;6000.0;Charleroi;Mode;Nettoyage à sec;071/70.33.70
La Savoyarde;Rue Prunieau;2/1;6000.0;Charleroi;Snack;Sandwicherie;0472/17.32.37
Harper's;Boulevard Tirou;88;6000.0;Charleroi;Café;;071/50.55.91
Wonderfriends Kids;Boulevard Tirou;125;6000.0;Charleroi;Mode;;0472/ 50.24.26
Carolo Presse;Boulevard Tirou;133;6000.0;Charleroi;Librairie;;071/30.56.05
Geraldine traiteur;Boulevard Tirou;175;6000.0;Charleroi;Traiteur;;0472/93.99.29
Marques En Folie;Rue De Marcinelle;3;6000.0;Charleroi;Mode;;071/31.34.26
Chez Dany;Rue De Marcinelle;22;6000.0;Charleroi;Café;;071/16.69.11
Beko;Rue De Marcinelle;26;6000.0;Charleroi;Alimentation générale;;071/70.35.50
La Manufacture Urbaine;Rue De Brabant;2;6000.0;Charleroi;Café;;071/30.60.13
Galerie Des Bulles;Rue De Marcinelle;38;6000.0;Charleroi;Autres;BD;0485/85.25.65
Snack Rekia;Rue De Marcinelle;44;6000.0;Charleroi;Snack;;0478/80.45.81
La Planche Ardennaise;Rue Tumelaire;51;6000.0;Charleroi;Snack;Sandwicherie;0473/21.00.98
Studio 16;Boulevard Tirou;16;6000.0;Charleroi;Coiffeur;;0489/39.27.70
Generaltour - Voyages Calypso;Boulevard Tirou;30;6000.0;Charleroi;Voyages;;071/33.07.27
Rythme Du Monde;Boulevard Tirou;35;6000.0;Charleroi;Voyages;;071/30.42.03
Princesse Mathilde;Boulevard Tirou;49;6000.0;Charleroi;Café;;071/31.00.09
Nicolas;Boulevard Tirou;93;6000.0;Charleroi;Vins & spiritueux;;071/32.86.22
Dany Or Création;Passage De La Bourse;13;6000.0;Charleroi;Bijouterie;;071/30.27.82 / 0477.85.38.77
Fafouille;Passage De La Bourse;15-19;6000.0;Charleroi;Librairie;;071/31.22.94
Piccolo Bar;Petite Rue;2;6000.0;Charleroi;Café;;071/30.29.67
Slumberland BD World;Place Emile Buisset;2;6000.0;Charleroi;Librairie;;071/47.58.60
O'Tacos;Place Emile Buisset;4;6000.0;Charleroi;Snack;;
A&S Coiffure;Rue Du Collège;25;6000.0;Charleroi;Coiffeur;;071/30.50.50
Versailles Palace;Rue Du Commerce;5;6000.0;Charleroi;Casino;;071/30.85.56
O2k;Square Des Martyrs;;6000.0;Charleroi;Salon de dégustation;;0473/11.58.77
La Folie Ordinaire;Place De La Digue;38;6000.0;Charleroi;Café;;0479/29.09.34
Brasserie De La Digue;Place De La Digue;43;6000.0;Charleroi;Café;;0475/71 72 95 - 0473/62 44 37
Remtech;Rue Du Grand Central;8;6000.0;Charleroi;Imprimeur;;071/32.12.78
Gastronomie (Spécialités Russes);Rue Du Grand Central;28;6000.0;Charleroi;Alimentation générale;Russe;071/50.22.48
Neuhaus;Rue De Dampremy;1;6000.0;Charleroi;Chocolatier;;071/70.30.77
Marie Charlotte;Rue De Dampremy;12;6000.0;Charleroi;Mode;Cérémonie;071/32.97.03
Oui Store;Rue De Dampremy;16;6000.0;Charleroi;Mode;;071 52 67 42
Les complices;Rue De Dampremy;27;6000.0;Charleroi;Mode;;
State Of Art;Rue De Dampremy;36;6000.0;Charleroi;Mode;;071/30.01.24
Eros;Rue De Dampremy;52;6000.0;Charleroi;Mode;;071/650 338
France Parfums;Rue De Dampremy;82;6000.0;Charleroi;Bien-être;;071/32.50.50
Escape Charleroi - Le Cabinet Maître Hembise;Quai Arthur Rimbaud;15;6000.0;Charleroi;Loisirs;Escape game;
Librairie des Haies;Chaussée de Lodelinsart;204;6060.0;Gilly;Librairie;;
TipTop Snack;Place de la Perche;54;6040.0;Jumet;Snack;;
